user,user,lat,long
3819851,3819851,35.19974,-80.84236
3830721,3830721,38.6236075,-90.1929937
6057882,6057882,35.6321642,139.88684836
7692442,7692442,40.69157023,-75.20556271
8560132,8560132,51.31604,9.54026
9745112,9745112,36.13091834,-81.4351949
10524862,10524862,39.5339,-76.3639
14289249,14289249,51.50711486,-0.12731805
14294095,14294095,33.7653,-84.3498
14386940,14386940,40.07083333,-81.3473
14572625,14572625,41.97317876,-87.60791117
15545303,15545303,33.15445367,-96.83527597
15646356,15646356,50.90894942,4.48478222
15691524,15691524,37.94573,-82.14748591
16387706,16387706,33.9760174,-84.2175359
16745759,16745759,48.86670173,2.77886529
16881624,16881624,38.03119322,-78.51370427
16996035,16996035,39.9783,-104.674
17248169,17248169,31.7044,-83.1468285
17442997,17442997,35.0559597,-85.3120729
17734782,17734782,43.05647251,-80.9876149
18071302,18071302,40.71249202,-73.96479034
18085228,18085228,46.89,-95.5725
18124418,18124418,38.8951,-77.0367
18483704,18483704,45.582874,-73.972216
18538247,18538247,33.79762,-84.3689799
18641568,18641568,36.165,-84.86176
18706381,18706381,31.17234065,-81.40563509
18782908,18782908,42.0498249,-88.0034
18946054,18946054,42.17524922,-71.13415517
19223245,19223245,34.6522459,-86.6376483
19361658,19361658,34.10317752,-118.32639813
19626613,19626613,35.979536,-83.9422
19679588,19679588,34.07705,-81.40674
19929207,19929207,40.7638512,-73.98644
19947291,19947291,39.29744311,-81.30765424
21019383,21019383,40.8028,-72.8224
21198215,21198215,40.74770069,-74.0089004
21483130,21483130,51.2794991,17.37858529
21606895,21606895,45.4240733,-65.94741724
21898069,21898069,41.97751817,-81.1942144
22019970,22019970,33.8159,-79.84064828
22294866,22294866,42.80953085,-70.87752335
22344024,22344024,34.14302,-117.91782515
22492795,22492795,36.2114,-81.42894679
22682484,22682484,40.71472222,-73.93
22703382,22703382,36.12083333,-115.17222222
23007582,23007582,33.52489,-84.73576
23394258,23394258,33.95328343,-81.71472222
23535448,23535448,40.42015,-3.68308478
