user,lat,long
614769219,32.5891,-81.5045
619157050,33.9245186,-84.34274
631333922,33.852593,-81.76443542
709889666,36.165,-86.78388889
713787166,46.883,-81.3016
719262798,41.3975,-73.9369
723978829,34.77233782,-84.2194271
739382228,44.19813711,12.03399861
747585390,40.77942,-73.96342
760106538,34.10501532,-117.2970647
760494572,40.70216,-73.99539
766622396,32.92156,-96.77298
817206547,47.37402069,55.28
838534374,52.6,19.9372
847332498,31.50761023,-82.7344
851909418,35.50546858,-86.13834123
862045386,40.747376,-74.04280512
863414130,40.684013,-73.968904
865004280,41.0732,-81.5179
886160485,51.4938999,7.45296
904525663,34.22937876,-81.18572
907218679,40.41131495,-86.85742736
908913499,38.7178,-90.1295
915913130,40.41616,-86.83234
923498839,47.4719,34.854
947104639,37.02223163,-76.3346
954391104,40.7321212,-74.01079014
1027052353,44.98053145,-79.93111111
1049251561,45.5611,-82.54938
1064837102,38.87807136,-77.01742172
1131944035,33.63842,-81.30813789
1134146718,35.7968,-78.8923
1139124884,33.5739,-81.13175
1161416737,38.94902524,-77.44765581
1210380811,42.7689,-71.4664
1222103317,35.9892579,-84.1657
1258069598,34.0522,-81.98659
1265921022,39.75007255,-80.62698065
1284655430,44.88256656,-81.3111965
1312355443,33.9442368,-81.51004628
1329702426,45.5,-73.5833
1424915924,40.75839,-73.98644
1495626662,49.78069919,116.5844444
1525291536,39.81270625,-79.56994593
1575920641,41.65580947,-87.72402067
1577684868,34.10203707,-118.243
1587384890,38.258431,-85.57566488
1596826868,51.57492,0.14087
1623370094,34.14997232,-83.81455045
1633974895,33.7714,-84.2978
1671923082,44.0328,-69.5192
1697176273,41.262667,-73.92645
1723292875,31.9392,-81.71093212
1901982752,32.0811,-81.0911
1970278015,32.86165661,-96.89824655
2195958012,43.7833,11.25
2200644752,36.165,-81.51629
2218472038,40.8560576,-73.88594
2221804001,40.8121678,-73.9199863
2224279229,40.77274259,-73.8185699
2229094182,33.79278278,-81.23394012
2275614387,41.3833,2.18333
2287568552,36.9788,-76.6186
2305021020,40.79,-74.00326252
2329558784,40.4,-3.68333
2330882803,38.9875,-76.94
2345720258,44.49258696,-103.35
2393257705,39.336654,-84.32619287
2418268237,35.67233,-78.62733
2419524883,51.5307699,7.28815285
2462268197,41.2108688,-77.5
2495462443,40.7142,-74.0064
2501861795,38.80341345,-77.3038
2504450426,42.238701,13.88257
2544227706,45.12218077,-79.09803148
2544250500,48.64503377,-76.94890899
2562136940,50.95,6.9667
2567113038,39.7172,-74.9697
2584103762,39.96223,-76.72714
2649481757,43.7166,-79.3407
2677513991,42.94822057,-81.311582
2698980415,35.94276,-78.5558099
2736271587,40.82954,-73.92645
2740460908,36.47662391,-77.58261164
2784310176,34.1476097,-81.46176
2893568505,40.0837038,-75.3858123
2900670171,46.50587506,-80.98055655
2959294576,39.180833,-82.44118
2988239835,39.95169589,-75.19429319
2996839398,40.7039607,-73.7983792
3005541274,53.4667,-1.87854582
3028154115,34.7640928,-82.063727
3060270441,38.33509069,-75.08344063
3124772446,51.58089655,4.83567953
3236655064,51.164049,-0.173648
3240374689,36.2,-86.71041
3282019226,32.706215,-80.12277603
3283985028,34.27888164,-81.55130704
3734729356,45.5313351,-73.95
3809899637,38.16021212,-78.9058291
3814208374,33.20392563,-79.9287689
3829995520,49.05,-82.73
3960630979,32.84469707,-81.30669773
4743561296,32.7464505,-97.0898086
4817330533,47.556,-122.251
7.07732E+17,39.75152,-81.3858
7.14508E+17,48.87209837,2.7845192
7.84815E+17,33.80780328,-81.40344
7.89122E+17,33.6223359,-83.0774072
8.0964E+17,40.0068,-75.1429
8.38022E+17,33.48400513,-82.0154
8.87532E+17,39.9007607,-75.2253189
18085228,9.067683,7.4833
26315713,-33.48401332,-70.65635635
39600569,18.4657345,-66.05859747
42418374,19.4360105,-99.14901237
45224089,18.42263648,-64.61871743
46722208,-15.80570707,-47.95520014
48775849,-22.8971806,-43.1817818
48802065,-23.4174862,-51.93071474
56233046,-23.45293617,-46.55197525
57188192,-23.55,-46.6333
57865488,22.29336659,114.1827509
61356353,9.73108075,-82.82651698
84567656,-22.65892791,-46.66706604
88282390,19.14332611,-96.10367906
126808954,-34.78260111,-58.40015959
150502025,-33.41808327,-70.61439447
153865176,18.46764666,-57.61574217
159546595,-25.55,-54.4317627
162720495,-23.64561833,-46.63024593
164281690,-23.51592577,-47.46397744
190395778,21.640296,-155.969
204011130,-23.55,-46.6333
222362286,10.66666667,-61.51666667
234544838,-33.05,-71.45
237732974,14.65888,120.98617
249741369,-3.71722,-38.31326076
269949036,-34.543243,-58.722573
278679493,21.70527282,-157.819
381025247,18.47250779,-69.94112021
389926117,18.4640817,-66.10587328
420526249,-26,28
443774029,-34.664568,-58.53043
487085827,-15.795,-47.75777778
531042909,-33.42920877,-70.64692417
549053130,14.55991634,121.0555054
804714062,18.4728,-65.41666667
1060153436,-31.65396,115.9585376
1849992744,21.309,-157.826
6057882,35.76477876,140.3852383
7692442,38.96839953,-77.29315052
10524862,39.19854,-76.6688633
14138214,28.5962,-43.17349722
14289249,35.64716278,140.0349215
15053876,43.78074786,114.1741406
15646356,50.90077971,4.48478222
15762946,36.05250246,-79.53876132
16030189,40.74421,-73.98322
16716202,24.98385046,121.4633394
16745759,42.03790128,-72.6151052
16813801,40.76763479,-74.045
16852970,38.34545723,-77.49876191
17135453,40.70286,-74.01432
17642508,42.44462729,-73.24401312
17734782,43.72904374,-79.6081778
17923187,40.75863537,-73.778889
18071302,44.71666667,-73.97975636
18085228,9.067683,7.4833
18336648,28.40837308,-77.39665479
18618872,51.5,-0.19
19569358,41,-77.5
19614746,40.6925,-74.1686
19811386,39.179566,-76.67098761
19929207,40.85615532,-73.83847204
20529586,40.7499014,-73.84643489
21019383,40.92394811,-72.24543962
21107458,45.2167,-78.6333
21198215,40.8169723,-73.9475088
21606895,45.275167,-66.0628942
22081631,40.82954,-73.92645
22294866,42.80953085,-70.87752335
22682484,40.7142,-74.0064
22703382,40.7779,-73.95
22721539,45.37552799,-63.26883671
23609102,39.0042,-77.019
24330129,40.74283,-73.98400828
25055750,36.73477621,-76.08215321
25205721,40.82954,-73.92645
25364287,40.75798,-73.98586
25521458,40.82954,-73.92645
26012373,42.3498859,-71.0793566
26315713,-33.48401332,-70.65635635
26493881,40.65637,-73.587
26818177,43.07272816,-76.21775866
27455711,35.8936612,-75.9655114
28161602,52.0418935,-0.2043
28725138,40.9197,-72.6751
28939258,48.8567,2.3508
29260048,40.32830658,-76.7546117
29381220,40.6654052,-74.07148868
29772245,28.46225646,-77.35
29854960,51.75372927,2.3508
30186596,39.5264,-75.5586
30212242,42.36394277,-71.01759754
30666289,35.765786,140.386347
30984346,40.16491645,-76.72008468
31465192,42.34614,-71.08998
32300069,40.7055043,-74.33417599
32612108,43.9159,-78.9142
33454567,41.0264,-73.6289
33533387,39.85174728,-66.0667
34199584,41.9,12.5
34432277,39.00171009,-76.58423424
34926548,32.85,-79.78
35228085,42.36589179,-71.0617
35371874,28.3571,-66.00194444
35471497,40.75909,-73.98762
35620284,35.78877,-78.78386
36138505,40.8149192,-73.9436715
36374236,28.4395606,-47.13444444
37591630,40.6897596,27.83436636
37784870,29.65941153,-68.39556772
38409012,46.06552,11.11476
38524660,40.77267262,-73.87200384
38632441,55.84956252,-4.19095268
39000820,40.70083,-73.89125
39600569,18.4657345,-66.05859747
40360183,40.7207559,-74.0007613
41030101,42.68930131,-73.8482208
41901869,42.3653383,-71.05684034
43879895,55.67809246,12.54524
45224089,18.42263648,-64.61871743
45744330,40.25684117,-75.86891518
45956963,50,-79.288494
46527987,43.77764546,-72.78161297
46722208,-15.80570707,-47.95520014
48775849,-22.8971806,-43.1817818
48802065,-23.4174862,-51.93071474
50612214,56.1572,12.64679238
50833221,40.7142,-74.0064
51191522,60.94988,7.10105
51368872,28.41903,-77.32243332
51595061,51.508039,2.3508
53278181,29.7629,106.8434439
54089005,31.22378576,121.657
55450285,41.78236931,-75.53091061
56144415,28.48582617,-69.98518
56233046,-23.45293617,-46.55197525
56805047,38.90655,-77.0367
57188192,-23.55,-46.6333
57659482,39.90585946,-75.16648423
57825035,40.78067282,-73.972216
57865488,22.29336659,114.1827509
58763514,40.9415,-73.8644
60125757,43.6819795,-79.61551815
60986994,48.8567,2.3508
61598615,51.47068445,16.5641429
61603572,40.41025,17.35723705
61851157,25.28650426,51.53354708
62451731,41.0333,-75.24
63211545,42.32139,-71.15591
67579851,33.5315,-77.53335
67654693,28.5335,-46.48952635
72189004,42.36648847,-71.01733636
79319564,40.73956,-73.99409
79889510,28.54214568,-66.0078
82901665,39.01936888,-77.35495035
84567656,-22.65892791,-46.66706604
86265662,40.7142,-74.0064
86605718,53.3833,-1.4667
89580607,40.4414,-59.56320218
89613166,41.925,-72.6886
91190097,39.37112079,-76.46509856
91694639,40.76271833,-73.98203875
92621572,25.87821,-75.9322
93953545,41.7626,-72.6886
97621337,28.5847559,-77.39992208
98560979,43.7166,-79.3407
99191011,40.75839,-73.98644
100849605,48.94983,-75.28831186
103499220,43.68512549,-79.61551815
111923875,43.6506,121.0381033
115273926,28.41903176,-77.53335
115411860,38.8951,-77.0367
117518527,38.8951,-77.0367
119395548,35.6544,-78.8247
122152498,25.7877,-78.98333333
123356194,40.8836827,-73.8980527
124748458,35.01729699,135.6737736
126808954,-34.78260111,-58.40015959
133691877,40.697,-74.2704
133864135,38.93967529,-76.8238218
133873077,28.41903,-64.92200366
138461376,40.6567,-74.5938
142005340,28.4482038,-77.34413633
145312538,44.038,-63.85
149100718,40.9385,-72.86143104
149701795,45.76976,11.76780767
149926801,39.61666667,2.98333333
150502025,-33.41808327,-70.61439447
151918946,33.94284196,121.45
153097831,41.74224,-74.06997
153865176,18.46764666,-57.61574217
154446053,36.7833,-6.35
158219561,40.07238409,-75.1246177
159546595,-25.55,-54.4317627
161052715,52.3838918,-1.49109837
162720495,-23.64561833,-46.63024593
163126294,40.7142,-74.0064
163268913,39.62679,-74.19127
164281690,-23.51592577,-47.46397744
166808318,30.94644187,-8.26666667
168939118,42.63409882,8.93917023
169609622,40.7142,-74.0064
173318132,39.373512,-76.462959
178453344,52.05232,1.16312
186278396,38.84661773,-76.9464
190501756,40.833,-73.94261
192239481,40.9415,-73.8644
192756249,42.516845,-70.898503
192796997,28.7583504,174.7725525
194574250,28.41652835,-49.65
194844686,40.7142,-74.0064
195432482,38.5410899,-77.32189
195977438,41.75654,-72.7
200912141,40.2419,-75.5453
203930370,69.645941,176.9973871
204011130,-23.55,-46.6333
213760261,39.7073842,-75.5
220582584,40,-75.06922221
220689884,39.98268709,-74.86117813
221767765,35.7968,-78.8923
222362286,10.66666667,-61.51666667
228832947,42.37712,-71.1628999
231860883,39.2864,-76.5933
234544838,-33.05,-71.45
234868361,28.36354169,-46.48952635
234979853,51.392,-3.27483
236495358,40.86868642,-73.84669408
237732974,14.65888,120.98617
238379671,47.8,13.04728
242165607,36.847478,-75.974583
244427277,26.23565306,76.29998597
248916090,40.79967,-73.95367
249741369,-3.71722,-38.31326076
251780578,40.7142,-74.0064
252668237,43.85,-79.0167
254515527,36.88564875,-76.0872
255137259,42.35921704,-71.050005
255562931,45.43436806,12.9667
268537355,28.4395606,-77.666667
269949036,-34.543243,-58.722573
271120011,40.81590536,-73.90179222
271461320,41.2836,-73.79497
272061794,35.82128069,-78.58953215
274826710,42.9544,-74.3694
283872110,28.0679,115.6990884
291636487,59.95,60.60188805
293069219,40.7998735,-73.518038
315296717,40.65,-74.29
325786388,53.8368504,7.767393
336673072,51.50711486,-0.12731805
340413496,40.763186,-73.994508
343197788,59.9155184,21.0122287
346846695,40,-74.5
352384250,39.17917928,-76.6688633
364241914,35.21597346,-75.6861303
370386760,40.83359,139.7455958
378346867,41.0327,-72.208
380930182,51.51314388,-0.12040783
381025247,18.47250779,-69.94112021
386492331,40.2107,-74.74503
389783318,39.2903,-76.6125
389926117,18.4640817,-66.10587328
391047907,40.75772,-73.97759
400125421,42.3646,-71.0569
404311647,40.55613955,-75.308896
419024719,38.9464902,-77.0646701
420526249,-26,28
429292958,57.32652123,-3.515625
443774029,-34.664568,-58.53043
451716895,40.5905,-63.09149936
459498801,43.6819795,-79.61551815
459893508,35.65008,-77.6947
473174321,42.36875,-71.0617
487085827,-15.795,-47.75777778
520045897,40.9009819,-74.12397
527006747,41.25702349,-72.94949975
527246120,29.3697,47.9783
531042909,-33.42920877,-70.64692417
543040344,40.76035821,-73.98470163
549053130,14.55991634,121.0555054
564058294,33.71630941,-78.88097948
566303369,40.07238409,-75.15954095
597724943,38.96035,-77.02843
719262798,41.3975,-73.9369
739382228,44.19813711,12.03399861
747585390,40.77942,-73.96342
760494572,40.70216,-73.99539
804714062,18.4728,-65.41666667
817206547,47.37402069,55.28
838534374,52.6,19.9372
862045386,40.747376,-74.04280512
863414130,40.684013,-73.968904
873008552,28.3692445,28.0621
886160485,51.4938999,7.45296
913710126,27.81135777,98.89390469
923498839,47.4719,34.854
947104639,37.02223163,-76.3346
954391104,40.7321212,-74.01079014
1060153436,-31.65396,115.9585376
1064837102,38.87807136,-77.01742172
1134146718,35.7968,-78.8923
1161416737,38.94902524,-77.44765581
1210380811,42.7689,-71.4664
1329702426,45.5,-73.5833
1424915924,40.75839,-73.98644
1495626662,49.78069919,116.5844444
1525291536,39.81270625,-79.56994593
1596826868,51.57492,0.14087
1671923082,44.0328,-69.5192
1697176273,41.262667,-73.92645
2195958012,43.7833,11.25
2218472038,40.8560576,-73.88594
2221804001,40.8121678,-73.9199863
2224279229,40.77274259,-73.8185699
2225547304,26.19356841,-79.29568449
2275614387,41.3833,2.18333
2287568552,36.9788,-76.6186
2305021020,40.79,-74.00326252
2329558784,40.4,-3.68333
2330882803,38.9875,-76.94
2418268237,35.67233,-78.62733
2419524883,51.5307699,7.28815285
2462268197,41.2108688,-77.5
2495462443,40.7142,-74.0064
2501861795,38.80341345,-77.3038
2504450426,42.238701,13.88257
2544227706,45.12218077,-79.09803148
2544250500,48.64503377,-76.94890899
2562136940,50.95,6.9667
2567113038,39.7172,-74.9697
2584103762,39.96223,-76.72714
2649481757,43.7166,-79.3407
2698980415,35.94276,-78.5558099
2736271587,40.82954,-73.92645
2740460908,36.47662391,-77.58261164
2893568505,40.0837038,-75.3858123
2988239835,39.95169589,-75.19429319
2996839398,40.7039607,-73.7983792
3005541274,53.4667,-1.87854582
3060270441,38.33509069,-75.08344063
3124772446,51.58089655,4.83567953
3236655064,51.164049,-0.173648
3249573118,25.80448678,-38.5748
3432791873,28.41630219,-45.8333
3734729356,45.5313351,-73.95
3809899637,38.16021212,-78.9058291
7.14508E+17,48.87209837,2.7845192
7.63106E+17,26.7153424,-77.39628
7.67078E+17,29.07,147.4482679
8.0964E+17,40.0068,-75.1429
8.87532E+17,39.9007607,-75.2253189
3830721,38.7178,-90.1295
14219270,43.58654,-110.82918
14249552,29.73919547,-95.46343417
14386940,42.8695353,-97.4917
14572625,35.68692982,-96.708943
15545303,33.15445367,-96.83527597
15691524,37.924841,-122.047
16988595,38.55709592,-117.71697
17273503,33.91662755,-98.4979764
17293518,29.86702833,-95.59638889
17562073,32.80072398,-117.0024338
19947291,39.29744311,-94.51858884
20005543,30.1774,-95.5038
20124224,29.97995912,-90.15189317
23203447,29.668893,-98.63513423
23352100,34.07218088,-118.3584245
23354879,33.80696594,-117.8522162
23941676,38.91473,-90.45872043
25202388,32.868758,-96.7726437
25508542,37.33731,-121.88635
27075440,36.0427842,-95.9627783
28193710,39.60048988,-104.796
28382741,43.6266,-87.64775
31566497,42.0656,-87.80288351
32329555,32.82180807,-97.45631842
32808524,48.0008399,-122.208056
34506051,41.94793496,-87.62819
35062396,30.20456785,-93.26373047
35245856,45.80777778,-108.5427778
35312717,38.66792841,-90.33075976
35820634,40.64777,-111.717
38044683,42.1395157,-87.9551348
42323552,44.98576366,-93.17438622
42418374,19.4360105,-99.14901237
50168746,33.002136,-96.764826
55655141,36.58501394,-121.7530507
59305914,39.3947,-96.4142
61703728,37.78785,-96.78369
64619379,32.95416052,-96.59595556
64897205,32.63765359,-94.54757326
66810056,41.9448,-87.6306
68331027,32.7833,-95.36725704
75122903,36.1220839,-115.1680316
79512141,29.56615,-98.48618
83997088,49.9167,-95.17829
88282390,19.14332611,-96.10367906
92361572,38.65561,-90.2979
101997403,35.33781634,-118.32704
105018268,34.13827006,-118.3541488
110306471,39.7534,-92.16476
