user,user,lat,long
8160512,8160512,36.7928,-108.19
8313462,8313462,39.08361111,-77.14833333
8471112,8471112,39.9142,-82.1056
9774972,9774972,39.3917,-77.1847
12254152,12254152,39.05944441,-76.4966
15402455,15402455,41.97609845,-74.08832073
18198004,18198004,39.33371,-76.62152957
18569277,18569277,35.97314068,-75.62603478
19026027,19026027,40.94,-73.82611111
19628221,19628221,39.55747,-76.99898
25897909,25897909,40.70409109,-75.22526271
26185126,26185126,40.51662128,-111.5
31580462,31580462,40.805714,-72.95499981
32124624,32124624,35.5660591,-75.4700165
32555708,32555708,34.1722,-118.378
34924296,34924296,18.27,-66.71
35148553,35148553,40.4381,-79.923
39937628,39937628,38.919052,-77.017035
42822503,42822503,30.29767,-97.74072
45919388,45919388,43.65679,-79.3813799
47826014,47826014,43.63758438,-72.40866121
57988004,57988004,41.05245895,-75.32900602
60996137,60996137,30.2557907,-97.7634201
64057515,64057515,35.78818012,-78.45805556
71697630,71697630,40.55813044,-74.29400753
95285217,95285217,48.1495683,17.6605563
100403637,100403637,36.8857,-76.2599
118912806,118912806,39.80379716,-74.94855683
122402009,122402009,36.25182,-80.23846095
136380084,136380084,29.7714,-95.40916
153234894,153234894,35.22611969,-75.63637912
156835831,156835831,35.37206,-76.83829
166611917,166611917,37.35015315,-79.23204734
181786670,181786670,35.0315,-76.6923
259713506,259713506,37.57283,-77.46444
268122276,268122276,41.23588443,-74.38280869
273348403,273348403,36.2025099,-75.60477037
276781594,276781594,42.374444,-71.07527778
317340647,317340647,35.0315,-76.6923
341641295,341641295,38.741,-77.3168
353554231,353554231,41.00239,-73.66745
357675381,357675381,38.9774699,-76.491
405874317,405874317,33.82881759,-117.14911731
449076145,449076145,36.081407,-75.8037213
556243047,556243047,40.1853,-75.08707
737819714,737819714,39.99542,-74.713893
770559404,770559404,38.4764,-78.86905
772731404,772731404,43.075191,-89.388697
913238424,913238424,41.37914351,-74.10005429
956602764,956602764,51.17919607,144.967
991886918,991886918,40.4344,-79.9428
1009654759,1009654759,40.75839,-73.98644
2151583411,2151583411,36.0203094,-75.6433868
2312386578,2312386578,36.8345,-76.0872
2706333926,2706333926,38.8647,-77.8578
2878157795,2878157795,36.49264578,-76.16557818
2992528480,2992528480,40.6373,-80.2247
3027515319,3027515319,35.99608,-78.90186
3104136063,3104136063,35.3453,-78.7925
4460389937,4460389937,36.0203094,-75.7198486
869968800850083843,869968800850083843,34.7976,-76.45742
